Edad,Género,Tipo de deporte,IMC,Horas de entrenamiento por semana,Frecuencia cardíaca en reposo,Ingesta de calorías,Nivel de experiencia,Frecuencia de competencia,Indicador de establecimiento de objetivos,Puntuación de preparación estratégica,Puntuación de rendimiento,log_id
420.0,Masculino,Atletismo,18.185947331675123,6.577158658112108,80.82322190645624,3767.6026956449855,Intermedio,5.657574340406614,Sí,61.4460858416014,81.73831228195597,151880
432.0,Masculino,Tenis,21.686313216041533,,84.2235712786324,3455.55314977857,Profesional,12.559170207973768,No,81.03407647202893,82.95174129770443,137319
228.0,Masculino,Fútbol americano,27.44689349688049,13.405027246065709,76.98420529420768,3531.599097816423,Avanzado,4.680906921942342,No,32.989973855440766,84.02102689988799,94892
360.0,Masculino,Natación,24.213965448522828,27.02023496219043,49.753708636108094,1882.8604729553813,Avanzado,1.347192354318347,Sí,80.12741287650435,92.85519271293,45825
432.0,Masculino,Natación,20.524486562058115,14.74177894672069,70.82700268961302,2071.821035546554,Intermedio,10.432276520749792,Sí,61.87102751321434,53.68614453702936,113242
432.0,Femenino,Baloncesto,21.60527796751738,,79.80425026937061,5668.276438913459,Principiante,17.77898016386075,Sí,73.91334880408859,71.9317602415231,216228
240.0,Masculino,Atletismo,18.52860134837258,33.37358425008992,79.83327142801059,2086.0951628367693,Profesional,9.5807026072364,Sí,57.61002348640376,91.61437686986542,208908
372.0,Masculino,Natación,21.57846257925792,16.574703024730013,71.67900337424344,3871.817976114319,Avanzado,,No,56.37547169577148,92.2214406107195,205316
228.0,Masculino,Tenis,20.60745589626009,10.61741252692858,55.52251909635099,1908.6058707996976,Intermedio,16.787510775814315,No,44.12120480588615,43.61364960433842,234759
372.0,Masculino,Tenis,19.150576875604543,31.41742539371271,78.01190121162702,3775.020487207104,Intermedio,23.237744396051525,No,55.70615545682431,95.99090390809567,136440
204.0,Femenino,Ciclismo,23.16482048724268,32.68459290099108,88.36455393584296,2039.699913206577,Intermedio,18.500945652993064,No,43.8967724089046,82.53430768753755,33449
216.0,Masculino,Tenis,31.1379028130834,27.62363617751485,53.32739681647174,2164.154877927536,Avanzado,22.21949535988987,No,44.871302247663394,75.32319126117596,105512
240.0,Masculino,Fútbol americano,26.208499054450947,12.36290532609924,70.29212657401249,2011.5009690869056,Avanzado,4.482974218269157,No,64.36638630485393,98.99904038921326,140225
276.0,Masculino,Atletismo,20.22894816420945,29.88837688659417,73.29889744852578,3241.9431590285712,Intermedio,7.339905612682755,Sí,84.2877846531242,100.2616740062921,112336
204.0,Masculino,Ciclismo,21.862258972739248,33.25273377913803,68.65712532836805,4138.10364850836,Intermedio,2.7859463032615457,Sí,83.4395046592079,94.82555536096686,20590
216.0,Masculino,Ciclismo,24.56400371084184,17.783265526579225,50.32271638602154,2346.7310450571013,Intermedio,1.1891313745956558,Sí,89.70711850833962,99.71650135177978,92717
336.0,M,Atletismo,24.07335969133533,16.37014609236108,64.7629288263826,1909.17542080426,Profesional,20.470488856182133,Sí,59.9269137206399,90.08730266436488,123524
264.0,Femenino,Baloncesto,24.12042006583732,7.439813919735095,65.46615753044564,2920.459717033303,Principiante,8.53175508157882,Sí,78.41702506068084,72.15316619474136,67472
204.0,Masculino,Fútbol americano,21.870638184166,15.704743469912906,78.39455879511274,1837.4013041189824,Avanzado,15.80180995071735,No,78.55726092136165,92.78595670757456,89158
480.0,Masculino,Baloncesto,22.79520655037271,11.386413353171276,66.9352565382762,2938.7568915750503,Principiante,6.412943721807718,No,43.06339915043415,73.97172127178995,104201
432.0,Femenino,Baloncesto,19.8177560074276,24.99705799717783,45.72752606226128,2384.314549537965,Avanzado,4.997841805472998,Sí,76.5960877550897,99.99013470757382,41515
456.0,Femenino,Ciclismo,28.328006713736496,14.78848094376266,63.474988502049314,2063.55972811105,Principiante,11.14235019957164,Sí,43.61881932501111,76.19889117360177,239791
204.0,Masculino,Atletismo,27.95962205600565,28.42370106429276,75.79314353546054,3253.684734020129,Intermedio,20.004318378111773,Sí,59.16679681829499,58.68157171324096,33619
444.0,Femenino,Natación,20.71711315634932,22.52022448773976,45.17128246949257,2540.8025354187257,Intermedio,11.39655111602725,No,45.26880200037579,88.46231623622229,189105
336.0,Masculino,Natación,23.567113347566497,20.261066190945293,66.79226739107641,4280.0893350643855,Avanzado,23.8540504346093,Sí,62.732354549956746,88.59977855595412,181656
312.0,Masculino,Natación,19.80711166983792,29.73621023833897,84.59805635873958,2054.045747581367,Avanzado,4.1842458039608905,Sí,48.61349335382894,91.39934989863978,98342
336.0,F,Tenis,21.64876858291285,33.03444706612368,51.93824639487757,4311.181748083294,Intermedio,19.20121427001184,Sí,55.05660119681514,80.81317127732515,162674
348.0,Femenino,Natación,25.32485981228769,12.65611758937909,79.4619024444789,2430.819382106702,Intermedio,8.159999767710787,No,39.256741082828455,78.11518877392182,5512
372.0,F,Ciclismo,25.915080420811968,10.875478849235735,43.9770919630912,3513.045292838163,Intermedio,17.481536446155634,Sí,69.93047104120784,92.95722622149616,237267
408.0,Masculino,Fútbol americano,23.73688705071121,22.357551833714467,86.76973604281994,2892.553317638638,Principiante,1.2380997786071537,Sí,55.300060847362175,88.28655319924626,49284
420.0,Femenino,Natación,24.44460785372888,17.722556618131243,88.7923986101781,3053.514197260227,Intermedio,14.34172744460174,Sí,85.01216245568729,89.71452503756151,93277
396.0,Femenino,Natación,25.61136585407264,15.61934179821352,,4126.67879370244,Intermedio,11.462367758628634,Sí,87.83028644595188,55.30109225663802,149841
252.0,Masculino,Natación,22.531009699647363,5.9647237379491225,63.60390768262411,4110.155254224682,Avanzado,2.334962125138381,No,89.54251657531084,83.22070039403025,63397
324.0,Femenino,Natación,21.114029065091408,60.32835368713243,94.76229706934018,6773.712111649576,Principiante,16.217621414147295,No,87.04073336537068,71.2557968219007,191492
252.0,Masculino,Tenis,25.623835107300856,30.28323062791575,84.24785209563107,3200.0674825874667,Avanzado,2.0286776084960376,Sí,27.92634108103504,58.907468550100525,95960
480.0,Masculino,Baloncesto,23.35327136619491,16.068102098572066,76.01680239424172,1906.2931746034285,Intermedio,-0.4371052562951769,Sí,75.68389518166794,78.0271559275405,177772
396.0,Femenino,Ciclismo,22.293437185405665,10.715502623206826,44.57767429696847,3338.700895630747,Intermedio,20.37955240069733,,61.4026024158039,65.01652856192992,7634
444.0,Masculino,Ciclismo,19.329362733893664,31.70285375510491,81.643863951469,2639.8152157899426,Avanzado,15.990380085765462,Sí,42.36134774455744,68.20597639556573,199995
444.0,Femenino,Ciclismo,21.88595777767189,12.230469713658476,77.08418883905892,3441.1777690543577,Intermedio,9.01394733573818,Sí,49.38262768408597,94.32346623782512,174630
444.0,Masculino,Atletismo,19.164785360836177,26.580991156401208,77.05841575174414,3191.579431703382,Principiante,11.422906416301243,No,76.27740547802497,91.30260174302654,177596
252.0,Masculino,Baloncesto,22.93299101472244,16.83093599326442,76.16759891041123,3472.8236964568746,Avanzado,9.235922707652264,No,46.34321499913472,88.82489097544698,168753
432.0,Masculino,Baloncesto,25.498252730346007,31.618447390625647,69.09514578347236,3261.177907065414,Avanzado,2.9459944744856754,No,42.58656367702725,99.30740456673595,175826
420.0,Masculino,Ciclismo,26.09629234558841,13.708914150993577,61.714284836415175,4140.1469017561885,Profesional,19.60281300465853,Sí,84.0905435205826,80.45230933393631,203789
264.0,Masculino,Atletismo,27.833820000947657,13.973069658590028,77.6470973872381,3387.878895266683,Principiante,18.916627413611074,Sí,88.90140511937308,83.87611202994675,178507
432.0,Masculino,Fútbol americano,26.005168540127787,20.306517762288987,77.01699405131055,2938.95654970845,Profesional,3.8849489612336368,No,64.54352392229653,91.39522333729722,89181
324.0,Masculino,Tenis,19.749713530411217,7.011780364744096,78.76898876575285,3359.436711971597,Intermedio,19.4307834803272,No,61.98619166297752,73.37456235672238,99439
240.0,Femenino,Ciclismo,26.199743186976065,27.359984305382127,47.02171239236011,4323.674908915465,Avanzado,6.489548588399381,,59.70788233298012,91.43949430962071,195385
480.0,Femenino,Ciclismo,16.12725524498182,11.183157773328238,62.100656276560784,,Intermedio,0.1915105060621149,Sí,78.93263385455332,72.62905895144857,159047
216.0,Masculino,Baloncesto,23.695416459963365,31.83909707188948,52.26813308525109,2038.6378580383207,Intermedio,-0.5267179849169643,Sí,85.36487188885441,82.9708735907017,57636
480.0,Masculino,Tenis,23.19615013330446,28.909990762917456,53.78901143862944,4446.885638136452,Principiante,0.4645391394173742,Sí,42.87976541447525,85.13260329551662,153511
192.0,Masculino,Fútbol americano,26.042621531499567,19.619067003220533,66.27900004267813,4010.982492436101,Principiante,-0.0324956607844562,Sí,89.6169091280432,53.17874407406112,245817
468.0,M,Tenis,23.646731091464773,26.58028371263415,67.18120342108416,2335.6933703072946,Intermedio,22.22281988417967,No,59.17068815989053,98.37371865157976,138964
468.0,Femenino,Natación,21.042951950382243,4.842653323122925,46.0219925347858,4354.691503952049,Intermedio,1.5198603575322531,Sí,74.93872496058232,61.97941873616824,45589
480.0,Femenino,Tenis,19.17304370140767,28.791705938408573,65.23894997683435,3038.0238441484,Avanzado,21.88977426461893,Sí,79.0382570735947,91.18804314222056,200487
480.0,Masculino,Baloncesto,22.1357680950018,21.37463626937052,84.09399321604526,4026.159586028672,Intermedio,7.74503401043289,Sí,75.50425141367066,71.1112099846565,20303
216.0,Masculino,Ciclismo,22.82643939526773,27.468158400246487,48.6109271987908,3646.785668382538,Avanzado,14.054058881413225,Sí,51.10913551165793,73.01528094510245,115799
264.0,Femenino,Baloncesto,21.917299083724654,16.44862498978786,78.16246543254536,3286.961683408977,Intermedio,12.82175666080036,Sí,65.11576453971058,77.31623743774296,118555
204.0,Femenino,Tenis,23.2306480702446,15.680393837714435,45.49103447309868,3864.9229821567615,Principiante,6.780695617417989,Sí,70.26050819207663,72.48700418597878,209928
384.0,Masculino,Tenis,25.17634546929148,5.160509805887343,50.48603386271135,4370.646556480666,Principiante,4.33840433271488,No,79.33491211760543,74.48768243561251,92437
192.0,Masculino,Baloncesto,20.17934728027855,7.279029433682784,85.35680933050955,3427.450633979116,Intermedio,3.1856711363128407,Sí,88.31174103520962,84.2647344638597,204912
432.0,Masculino,Ciclismo,18.43781336801232,15.692208849646264,60.78501797797499,2077.4911135246816,Intermedio,19.00889259817272,No,47.47486605519898,75.17156785457713,152923
396.0,F,Tenis,23.39665303262453,5.566453632254667,50.38677708569787,3808.8599223325527,Intermedio,6.064531712596744,Sí,33.6742171493507,73.89859001664084,41451
360.0,Masculino,Fútbol americano,15.974010014371355,5.37705874269546,46.35488037593976,2083.468654620031,Intermedio,23.533665126378573,No,71.64776232898684,85.11535472340199,148481
300.0,Masculino,Baloncesto,21.0885649162184,17.891266518928106,84.42909187566745,4074.556794017438,Intermedio,14.648583983850326,Sí,64.26702588949207,83.46105603491777,211373
348.0,Masculino,Tenis,23.43067346724779,8.026890011261349,49.78132891811781,4060.421722016004,Avanzado,3.777380875273516,Sí,49.68048695317644,91.95339574740356,215892
432.0,Femenino,Ciclismo,22.74471095639879,16.275209413160372,63.98293735105938,1968.1282232745807,Avanzado,20.65662019328964,No,50.74126309163644,98.2741610602211,165207
252.0,Masculino,Atletismo,24.42124303273365,14.61389862255074,67.30635320080324,1955.9157914706511,Principiante,16.288566335104612,Sí,51.43657235843192,59.0650054031569,217932
444.0,Masculino,Fútbol americano,27.04769212071164,22.027147728893823,71.52842056092311,3799.287683912893,Intermedio,10.67106331395422,No,75.58821221497959,99.83748682596182,241356
